text_id,clause,answer,evidence,justification
authority_00002,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00002,X_proportionality,0,,"The text does not explicitly raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00002,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal; it discusses political perspectives on socialism and dictatorship without directly addressing loyalty or betrayal within a group.
authority_00002,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00002,A_order_values,0,,"The text does not explicitly evaluate or uphold obedience, hierarchy, tradition, or social order as values."
authority_00002,A_assess_authority,0,,"The text does not explicitly evaluate the authority or power role of the Venezuelan leader or socialist system, but rather discusses political perspectives and ideological positions."
authority_00003,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order."
authority_00003,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00003,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00003,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00003,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00003,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00003,A_assess_authority,0,,The text does not evaluate Pat Tillman or Kaepernick's authority or fitness to hold power; it merely states they were killed by Americans.
authority_00004,D_entity,1,Ele é definitivamente um autoritário.,The text explicitly identifies Duterte as an authoritarian figure.
authority_00004,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00004,X_proportionality,1,Ele quebra mesmo leis e códigos morais de forma consistente.,"The text explicitly states that Duterte breaks laws and moral codes consistently, raising concerns about authoritarianism and unfair actions."
authority_00004,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal toward one's own group.
authority_00004,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00004,A_order_values,0,,"The text does not explicitly uphold or reject obedience, hierarchy, tradition, or social order as values."
authority_00004,A_assess_authority,1,"Ele não é Hitler, mas é definitivamente um autoritário.","The text explicitly judges Duterte's authority as authoritarian, comparing him to Hitler while acknowledging his actions."
authority_00005,D_entity,0,,"The text does not explicitly name or refer to a ruler, leader, government, religious authority, or institution as described in the question."
authority_00005,X_equality,1,A forma como a França trata os falantes de bretão é injusta,The text explicitly expresses concern about unfair treatment of Breton speakers in France.
authority_00005,X_proportionality,1,A forma como a França trata os falantes de bretão é injusta,The text expresses concern about unfair treatment of Breton speakers.
authority_00005,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00005,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order, as it discusses injustice and a call for action regarding the Breton language, not obedience or defiance."
authority_00005,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00005,A_assess_authority,0,,"The text does not evaluate the authority or fitness of Macron or any institution in his power role, but rather expresses a hope for change and a call for the Bretons to fight for a language law."
authority_00006,D_entity,0,,"The text does not explicitly name or refer to a ruler, leader, politician, government, police, court, military, employer, boss, parent, elder, teacher, law, rule, institution, tradition, religious authority, candidate, collective authority, or 'the establishment'."
authority_00006,X_equality,0,,The text does not raise concerns about group-based discrimination or unequal treatment.
authority_00006,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00006,X_loyalty,0,,The text does not expressly raise concerns about in-group loyalty or betrayal.
authority_00006,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00006,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00006,A_assess_authority,0,,"The text does not evaluate Macron's authority or power role, but rather discusses his personal approach to relationships and communication."
authority_00007,D_entity,0,,"The text does not mention any authority, authority-holder, or social order."
authority_00007,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00007,X_proportionality,0,,"The text does not raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00007,X_loyalty,0,,The text does not raise a concern about in-group loyalty or betrayal.
authority_00007,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00007,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00007,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or contender for power in its power role."
authority_00008,D_entity,0,,"O texto não menciona explicitamente nenhuma autoridade, líder ou instituição governamental."
authority_00008,X_equality,0,,O texto não levanta preocupações explícitas sobre discriminação ou tratamento desigual de qualquer grupo social.
authority_00008,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00008,X_loyalty,0,,O texto não expressa explicitamente qualquer preocupação sobre in-group loyalty ou betrayal.
authority_00008,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00008,A_order_values,0,,"O texto não avalia explicitamente a obediência, a hierarquia, a tradição ou a ordem social como valores."
authority_00008,A_assess_authority,0,,"The text does not evaluate a specific authority, leader, institution, or contender for power in its power role, but rather discusses the existence of neoliberal and populist wings within political parties."
authority_00009,D_entity,1,tirano do caralho,The text refers to a ruler (tyrant) as an authority figure.
authority_00009,X_equality,0,,The text expresses opposition to a leader but does not raise a concern about group-based discrimination or unequal treatment.
authority_00009,X_proportionality,0,,"The text expresses opposition to a leader but does not explicitly raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00009,X_loyalty,0,,The text expresses opposition to a tyrant but does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00009,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00009,A_order_values,0,,"The text does not explicitly uphold or reject obedience, hierarchy, tradition, or social order as values."
authority_00009,A_assess_authority,1,Nem a igreja apoia este tirano do caralho,"The text explicitly labels the ruler as a 'tyrant', indicating a judgment on his conduct in power."
authority_00010,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00010,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00010,X_proportionality,1,não tens honra nenhuma,The text expresses a concern about someone lacking honor and justifying illegal activity.
authority_00010,X_loyalty,1,não tens honra nenhuma,The text explicitly states the absence of honor in the subject.
authority_00010,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order as it criticizes the lack of honor rather than praising or condemning obedience."
authority_00010,A_order_values,0,,The text does not explicitly uphold or reject honor or hierarchy as values.
authority_00010,A_assess_authority,1,"estás a tentar justificar a tua atividade ilegal. Cristo, YTA.",The text explicitly judges the entity's honor and legitimacy by calling it lacking honor and attempting to justify illegal activity.
authority_00011,D_entity,0,,"The text does not explicitly name or refer to a ruler, leader, politician, government, or any related authority."
authority_00011,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00011,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00011,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00011,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00011,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00011,A_assess_authority,0,,"The text does not evaluate Hollande's authority or legitimacy as a holder of power, but rather discusses the lack of parliamentary support and the use of decree."
authority_00012,D_entity,0,,"The text does not mention any authority, leader, or institution."
authority_00012,X_equality,0,,The text does not raise concerns about group-based discrimination or unequal treatment.
authority_00012,X_proportionality,0,,"The text does not raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00012,X_loyalty,0,,The text does not express concern about in-group loyalty or betrayal.
authority_00012,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00012,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00012,A_assess_authority,0,,"The text does not evaluate any authority, leader, institution, or power role; it merely expresses a personal opinion about food preference."
authority_00013,D_entity,0,,"O texto não menciona nem se refere a nenhuma autoridade, líder ou instituição."
authority_00013,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00013,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00013,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00013,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00013,A_order_values,0,,"O texto não avalia explicitamente a obediência, a hierarquia, a tradição ou a ordem social como valores, nem os apoia nem os rejeita."
authority_00013,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or contender for power in its power role, but rather expresses frustration with people who have a voice regardless of its value."
authority_00014,D_entity,1,como é que defendes que o Trump não causou danos indescritíveis à nossa democracia?,"O texto questiona diretamente se o Trump causou danos sérios à democracia, implicando que ele o fez."
authority_00014,X_equality,1,"os meios de comunicação conservadores continuam a apregoar a fraude eleitoral em massa (mais uma vez, sem provas).","O texto afirma que muitos acreditam que a eleição foi roubada, apesar de não haver provas, indicando uma preocupação com a confiança na democracia."
authority_00014,X_proportionality,1,"os meios de comunicação conservadores continuam a apregoar a fraude eleitoral em massa (mais uma vez, sem provas).","O texto afirma que muitos acreditam que a eleição foi roubada, apesar de não haver provas, indicando uma preocupação com a integridade eleitoral."
authority_00014,X_loyalty,0,,"O texto não expressa explicitamente uma preocupação sobre a lealdade do grupo ou a traição, mas sim sobre a confiança no voto e a alegada fraude eleitoral."
authority_00014,A_order_stance,0,,"O texto questiona a defesa de Trump, mas não afirma explicitamente que ele tenha causado danos à democracia."
authority_00014,A_order_values,0,,"O texto questiona a avaliação de danos à democracia, mas não afirma explicitamente que Trump tenha causado danos sérios."
authority_00014,A_assess_authority,1,como é que defendes que o Trump não causou danos indescritíveis à nossa democracia?,"O texto questiona diretamente se o Trump causou danos sérios à democracia, implicando que causou."
authority_00015,D_entity,0,,"The text does not mention any authority, authority-holder, or social order."
authority_00015,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00015,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00015,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00015,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00015,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00015,A_assess_authority,0,,"The text does not evaluate the authority or power role of the person, but rather describes their personal stories and reactions from others."
authority_00016,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as per the given rules."
authority_00016,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00016,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00016,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00016,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00016,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00016,A_assess_authority,0,,"The text does not evaluate a specific authority, leader, institution, or contender for power in its power role."
authority_00017,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00017,X_equality,1,reparar as comunidades negras do estado,The text expresses concern about unequal treatment of Black communities by suggesting the need to repair them.
authority_00017,X_proportionality,0,,"The text does not explicitly raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00017,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00017,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00017,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00017,A_assess_authority,0,,"The text does not evaluate Rand Paul's authority or fitness as a leader in a power role, but rather makes a moral appeal for him to act responsibly."
authority_00018,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00018,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00018,X_proportionality,0,,"The text does not explicitly raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00018,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00018,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00018,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00018,A_assess_authority,1,demagoga nacionalista,"The text explicitly labels Marine Le Pen as a demagogue, which is a judgment on her role and conduct in exercising political power."
authority_00019,D_entity,0,,"The text does not explicitly name or refer to a ruler, leader, politician, government, or any other authority as defined in the question."
authority_00019,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00019,X_proportionality,0,,"The text does not raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00019,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00019,A_order_stance,0,,"The text does not explicitly praise obedience, duty, respect, or social order, nor does it call for compliance with authority or condemn rioting or disrespect."
authority_00019,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00019,A_assess_authority,1,"Trump, Farage, Le Penn são os fascistas mais próximos ou, no mínimo, fascistas relacionados com eles que estiveram no poder no ocidente em 80 anos.","The text explicitly labels Trump, Farage, and Le Penn as fascists and associates them with holding power in the West over the past 80 years."
authority_00020,D_entity,0,,"The text does not explicitly name or refer to a ruler, leader, politician, government, or any other authority as defined in the question."
authority_00020,X_equality,1,Também é para pessoas com capacidades medianas virem para França e baixarem os salários da população local,O texto expressa preocupação com a potencial exploração de trabalhadores estrangeiros com capacidades medianas para reduzir os salários dos trabalhadores locais.
authority_00020,X_proportionality,0,,"The text does not explicitly raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00020,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00020,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00020,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00020,A_assess_authority,0,,The text does not explicitly evaluate Macron's authority or fitness as a leader; it merely comments on his expected appeal to a specific group.
authority_00021,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00021,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00021,X_proportionality,0,,"The text does not explicitly raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00021,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00021,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00021,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00021,A_assess_authority,0,,"The text does not explicitly evaluate an authority, leader, institution, or contender for power in its power role."
authority_00022,D_entity,0,,"The text discusses political incentives and their effects but does not name or refer to any authority, authority-holder, or social order."
authority_00022,X_equality,0,,The text discusses perverse incentives in politicians but does not raise a concern about group-based discrimination or unequal treatment.
authority_00022,X_proportionality,1,a possibilidade de se criarem incentivos perversos nos políticos,The text explicitly raises concern about incentives leading politicians to act against the public interest.
authority_00022,X_loyalty,0,,The text discusses concerns about incentives and their effects on politicians but does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00022,A_order_stance,0,,"The text discusses the negative consequences of political incentives but does not explicitly support or oppose obedience, deference, or social order."
authority_00022,A_order_values,0,,"The text discusses the potential for perverse incentives in politicians but does not explicitly uphold or reject obedience, hierarchy, tradition, or social order as values."
authority_00022,A_assess_authority,1,criarem incentivos perversos nos políticos,"The text explicitly evaluates politicians' power role by criticizing their behavior due to incentives, which is a judgment on their fitness and legitimacy as power holders."
authority_00023,D_entity,0,,"The text does not name or refer to any authority, authority-holder, or social order as per the given examples."
authority_00023,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00023,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00023,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00023,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00023,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00023,A_assess_authority,0,,"The text does not evaluate Le Pen's authority or power role; it makes a metaphorical statement comparing her to a sword without addressing her fitness, legitimacy, or trustworthiness as a leader."
authority_00024,D_entity,0,,"The text does not explicitly name or refer to a ruler, leader, politician, government, or any other authority as defined in the question."
authority_00024,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00024,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00024,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00024,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00024,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00024,A_assess_authority,0,,"The text does not explicitly evaluate Le Pen's authority or a specific leader's power role, but merely mentions her saying people should learn from history."
authority_00025,D_entity,0,,"O texto não nomeia nem refere explicitamente um líder político, autoridade governamental ou instituição relacionada com o poder."
authority_00025,X_equality,0,,O texto não aborda explicitamente a discriminação ou a desigualdade baseada em grupos sociais.
authority_00025,X_proportionality,0,,"O texto não levanta explicitamente preocupações sobre corrupção, nepotismo, cheating ou injustiça de mérito."
authority_00025,X_loyalty,0,,O texto não expressa explicitamente qualquer preocupação sobre lealdade ou traição de um grupo.
authority_00025,A_order_stance,0,,"O texto não expressa qualquer posição sobre obediência, deferência ou ordem social."
authority_00025,A_order_values,0,,"O texto não avalia nem apoia nem rejeita explicitamente a obediência, a hierarquia, a tradição ou a ordem social como valores."
authority_00025,A_assess_authority,0,,"O texto não avalia a autoridade do Macron no seu papel de poder, mas sim critica a sua representação de elites económicas."
authority_00026,D_entity,0,,"The text does not mention any authority, authority-holder, or social order."
authority_00026,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00026,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00026,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00026,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00026,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00026,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or contender for power in its power role."
authority_00027,D_entity,1,“autoridade”,"The text explicitly mentions 'autoridade', referring to a social authority figure."
authority_00027,X_equality,1,que uma esposa deve ser submissa,The text expresses concern about unequal treatment of women through the statement that a wife should be submissive to her husband.
authority_00027,X_proportionality,0,,"The text does not explicitly raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00027,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00027,A_order_stance,0,,"The text does not support obedience or deference; instead, it opposes the described 'mentalidade de carola religioso' and the idea of a woman being submissive."
authority_00027,A_order_values,0,,"The text does not explicitly uphold or reject obedience, hierarchy, tradition, or social order as values."
authority_00027,A_assess_authority,1,ele acha que eu lhe falto ao respeito por ir contra a sua “autoridade” e que uma esposa deve ser submissa,"The text explicitly judges the authority of a husband over his wife, calling it unacceptable and questioning her submissiveness."
authority_00028,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as per the given rules."
authority_00028,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00028,X_proportionality,0,,"The text does not explicitly raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00028,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00028,A_order_stance,0,,"The text does not explicitly praise, demand, or condemn obedience, deference, or social order."
authority_00028,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00028,A_assess_authority,0,,"The text does not explicitly evaluate an authority, leader, institution, or contender for power in its power role."
authority_00029,D_entity,1,o sistema,The text refers to 'the system' as an entity that is being discussed.
authority_00029,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00029,X_proportionality,0,,"The text does not explicitly raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00029,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00029,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00029,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00029,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or contender for power in its power role."
authority_00030,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, institution, or collective authority as defined in the question."
authority_00030,X_equality,0,,The text expresses political criticism of Macron but does not raise a concern about group-based discrimination or unequal treatment.
authority_00030,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00030,X_loyalty,0,,"The text expresses political criticism of Macron but does not raise a concern about in-group loyalty or betrayal toward one's own group, team, side, party, or nation."
authority_00030,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00030,A_order_values,0,,"The text does not explicitly evaluate or uphold obedience, hierarchy, tradition, or social order as values."
authority_00030,A_assess_authority,0,,"The text does not explicitly evaluate Macron's authority or fitness as a leader in a power role, but rather expresses a fear of his potential leadership and predicts negative consequences."
authority_00031,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order."
authority_00031,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00031,X_proportionality,0,,"The text does not raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00031,X_loyalty,1,são todos culpados de traição,The text explicitly states that the group members are guilty of betrayal.
authority_00031,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00031,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00031,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or contender for power in its power role, but rather makes a general accusation without specifying a power role context."
authority_00032,D_entity,0,,"O texto não menciona explicitamente nenhuma autoridade, líder político ou instituição governamental."
authority_00032,X_equality,0,,The text expresses criticism of some protesters but does not raise a concern about group-based discrimination or unequal treatment.
authority_00032,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00032,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00032,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00032,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values, either upholding or rejecting them."
authority_00032,A_assess_authority,1,não têm líderes a sério a falar com os políticos,"The text evaluates the authority of leaders within the BLM movement, judging their conduct in exercising power by criticizing their failure to engage with politicians."
authority_00033,D_entity,1,políticas fascistas,"The text refers to 'políticas fascistas', which relates to a political ideology associated with authoritarian regimes."
authority_00033,X_equality,1,"apoiar *políticas fascistas* como o ultranacionalismo é, na prática, a mesma coisa numa democracia representativa","O texto expressa preocupação com políticas que, embora não explicitamente fascistas, conduzem a resultados semelhantes a regimes fascistas, levantando uma questão de tratamento desigual."
authority_00033,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00033,X_loyalty,1,"apoiar políticas fascistas como o ultranacionalismo é, na prática, a mesma coisa numa democracia representativa","O texto expressa preocupação com o apoio a políticas ultranacionalistas, associando-as a figuras políticas que podem ser consideradas fascistas."
authority_00033,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00033,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values, but rather discusses the consequences of supporting fascist policies in a democracy."
authority_00033,A_assess_authority,1,"apoiar políticas fascistas como o ultranacionalismo é, na prática, a mesma coisa numa democracia representativa","O texto julga a legitimidade e a adequação de apoiar líderes com tendências fascistas, comparando-os com figuras políticas específicas."
authority_00034,D_entity,0,,"The text does not mention any authority, authority-holder, or social order."
authority_00034,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00034,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00034,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00034,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00034,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00034,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or power role, but rather discusses personal relationship choices."
authority_00035,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00035,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00035,X_proportionality,0,,"The text does not explicitly raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00035,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00035,A_order_stance,0,,"The text does not explicitly take a stance about obedience, deference, or social order."
authority_00035,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00035,A_assess_authority,0,,"The text does not explicitly evaluate an authority, leader, institution, or contender for power in its power role."
authority_00036,D_entity,0,,"O texto não menciona explicitamente nenhuma autoridade, líder ou instituição governamental."
authority_00036,X_equality,0,,O texto não levanta explicitamente preocupações sobre discriminação ou tratamento desigual de grupos sociais.
authority_00036,X_proportionality,0,,"The text does not raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00036,X_loyalty,0,,"O texto apenas afirma que Napoleão, De Gaulle e Le Pen são nacionalistas, sem levantar qualquer preocupação explícita sobre lealdade ou traição."
